region,url,bounds,polygon
GA_Central_2_2018,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/GA_Central_2_2018/ept.json,"[-9540929, 3700483, -114719, -9311007, 3930405, 115203]","POLYGON ((-9540929 3700483, -9540929 3930405, -9311007 3930405, -9311007 3700483, -9540929 3700483))"
GA_Charlton_Brantley_Camden_2010,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/GA_Charlton_Brantley_Camden_2010/ept.json,"[-9193736, 3551116, -64371, -9063398, 3681454, 65967]","POLYGON ((-9193736 3551116, -9193736 3681454, -9063398 3681454, -9063398 3551116, -9193736 3551116))"
GA_Effingham_Screven_Bulloch_2010,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/GA_Effingham_Screven_Bulloch_2010/ept.json,"[-10423149, 2495275, -127, -7738609, 5179815, 2684413]","POLYGON ((-10423149 2495275, -10423149 5179815, -7738609 5179815, -7738609 2495275, -10423149 2495275))"
GA_Harris_County_2010,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/GA_Harris_County_2010/ept.json,"[-9482935, 3830592, -28045, -9425491, 3888036, 29399]","POLYGON ((-9482935 3830592, -9482935 3888036, -9425491 3888036, -9425491 3830592, -9482935 3830592))"
GA_Heard_County_2010,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/GA_Heard_County_2010/ept.json,"[-9495531, 3911230, -20190, -9453551, 3953210, 21790]","POLYGON ((-9495531 3911230, -9495531 3953210, -9453551 3953210, -9453551 3911230, -9495531 3911230))"
GA_McIntosh_County_2010,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/GA_McIntosh_County_2010/ept.json,"[-9088117, 3670587, -27882, -9032087, 3726617, 28148]","POLYGON ((-9088117 3670587, -9088117 3726617, -9032087 3726617, -9032087 3670587, -9088117 3670587))"
GA_PotatoCreek_2009,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/GA_PotatoCreek_2009/ept.json,"[-9416157, 3866368, -30689, -9353929, 3928596, 31539]","POLYGON ((-9416157 3866368, -9416157 3928596, -9353929 3928596, -9353929 3866368, -9416157 3866368))"
GA_Statewide_B1_2018,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/GA_Statewide_B1_2018/ept.json,"[-9583830, 3980691, -91133, -9400820, 4163701, 91877]","POLYGON ((-9583830 3980691, -9583830 4163701, -9400820 4163701, -9400820 3980691, -9583830 3980691))"
GA_Walton_County_2010,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/GA_Walton_County_2010/ept.json,"[-9348669, 3970945, -25819, -9296463, 4023151, 26387]","POLYGON ((-9348669 3970945, -9348669 4023151, -9296463 4023151, -9296463 3970945, -9348669 3970945))"
GA_WayneCo_2010,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/GA_WayneCo_2010/ept.json,"[-9153659, 3676110, -32347, -9087247, 3742522, 34065]","POLYGON ((-9153659 3676110, -9153659 3742522, -9087247 3742522, -9087247 3676110, -9153659 3676110))"
GA_Wayne_Long_McIntosh_2010,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/GA_Wayne_Long_McIntosh_2010/ept.json,"[-9165199, 3656427, -47621, -9068243, 3753383, 49335]","POLYGON ((-9165199 3656427, -9165199 3753383, -9068243 3753383, -9068243 3656427, -9165199 3656427))"
Guam_2012,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/Guam_2012/ept.json,"[16093443, 1486253, -24769, 16141895, 1534705, 23683]","POLYGON ((16093443 1486253, 16093443 1534705, 16141895 1534705, 16141895 1486253, 16093443 1486253))"
IA_FullState,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/IA_FullState/ept.json,"[-10758075, 4793202, -361911, -10034133, 5517144, 362031]","POLYGON ((-10758075 4793202, -10758075 5517144, -10034133 5517144, -10034133 4793202, -10758075 4793202))"
IA_SouthCentral_1_2020,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/IA_SouthCentral_1_2020/ept.json,"[-10553585, 4948924, -68891, -10414825, 5087684, 69869]","POLYGON ((-10553585 4948924, -10553585 5087684, -10414825 5087684, -10414825 4948924, -10553585 4948924))"
ID_CityofRocks_2011,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/ID_CityofRocks_2011/ept.json,"[-12669862, 5158808, -10995, -12643568, 5185102, 15299]","POLYGON ((-12669862 5158808, -12669862 5185102, -12643568 5185102, -12643568 5158808, -12669862 5158808))"
ID_CoeurDAlene_2009,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/ID_CoeurDAlene_2009/ept.json,"[-12973644, 6024900, -4358, -12963412, 6035132, 5874]","POLYGON ((-12973644 6024900, -12973644 6035132, -12963412 6035132, -12963412 6024900, -12973644 6024900))"
ID_DryCreek_2007,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/ID_DryCreek_2007/ept.json,"[-12933927, 5416047, -4408, -12921955, 5428019, 7564]","POLYGON ((-12933927 5416047, -12933927 5428019, -12921955 5428019, -12921955 5416047, -12933927 5416047))"
ID_USGSTributary_2008,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/ID_USGSTributary_2008/ept.json,"[-13026751, 6035665, -178, -13022879, 6039537, 3694]","POLYGON ((-13026751 6035665, -13026751 6039537, -13022879 6039537, -13022879 6035665, -13026751 6035665))"
IL_8County_B1_2020,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/IL_8County_B1_2020/ept.json,"[-9851608, 4740265, -55188, -9740734, 4851139, 55686]","POLYGON ((-9851608 4740265, -9851608 4851139, -9740734 4851139, -9740734 4740265, -9851608 4740265))"
IL_8County_B2_2020,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/IL_8County_B2_2020/ept.json,"[-9839207, 4652868, -50572, -9737625, 4754450, 51010]","POLYGON ((-9839207 4652868, -9839207 4754450, -9737625 4754450, -9737625 4652868, -9839207 4652868))"
IL_8County_PlusChampaign_B1_2019,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/IL_8County_PlusChampaign_B1_2019/ept.json,"[-9857348, 4846924, -39123, -9778500, 4925772, 39725]","POLYGON ((-9857348 4846924, -9857348 4925772, -9778500 4925772, -9778500 4846924, -9857348 4846924))"
IL_BooneCo_2007,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/IL_BooneCo_2007/ept.json,"[-9619663, 5187948, 320, -9618817, 5188794, 1166]","POLYGON ((-9619663 5187948, -9619663 5188794, -9618817 5188794, -9618817 5187948, -9619663 5187948))"
IL_HenryCo_2009,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/IL_HenryCo_2009/ept.json,"[-10067478, 5034305, -31611, -10002790, 5098993, 33077]","POLYGON ((-10067478 5034305, -10067478 5098993, -10002790 5098993, -10002790 5034305, -10067478 5034305))"
IL_Johnson-Pulaski_MassacCos_2012-2014,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/IL_Johnson-Pulaski_MassacCos_2012-2014/ept.json,"[-9938708, 4435995, -44024, -9850102, 4524601, 44582]","POLYGON ((-9938708 4435995, -9938708 4524601, -9850102 4524601, -9850102 4435995, -9938708 4435995))"
IL_KendallCo_2010,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/IL_KendallCo_2010/ept.json,"[-9864078, 5079592, -19700, -9823434, 5120236, 20944]","POLYGON ((-9864078 5079592, -9864078 5120236, -9823434 5120236, -9823434 5079592, -9864078 5079592))"
IL_Peoria_2008,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/IL_Peoria_2008/ept.json,"[-10022910, 4939374, -34858, -9952290, 5009994, 35762]","POLYGON ((-10022910 4939374, -10022910 5009994, -9952290 5009994, -9952290 4939374, -10022910 4939374))"
IL_SalineRiver_2010,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/IL_SalineRiver_2010/ept.json,"[-9926147, 4498821, -62204, -9801053, 4623915, 62890]","POLYGON ((-9926147 4498821, -9926147 4623915, -9801053 4623915, -9801053 4498821, -9926147 4498821))"
IL_SangamonRiver_2011,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/IL_SangamonRiver_2011/ept.json,"[-9972724, 4813904, -20755, -9930290, 4856338, 21679]","POLYGON ((-9972724 4813904, -9972724 4856338, -9930290 4856338, -9930290 4813904, -9972724 4813904))"
IL_Wabash-Saline-FEMA_2011,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/IL_Wabash-Saline-FEMA_2011/ept.json,"[-9924829, 4492000, -68845, -9786453, 4630376, 69531]","POLYGON ((-9924829 4492000, -9924829 4630376, -9786453 4630376, -9786453 4492000, -9924829 4492000))"
IL_WabashRiver_2010,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/IL_WabashRiver_2010/ept.json,"[-9892098, 4546590, -140767, -9609826, 4828862, 141505]","POLYGON ((-9892098 4546590, -9892098 4828862, -9609826 4828862, -9609826 4546590, -9892098 4546590))"
IN_LakeErie_2010,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/IN_LakeErie_2010/ept.json,"[-9536434, 5039155, -48720, -9437990, 5137599, 49724]","POLYGON ((-9536434 5039155, -9536434 5137599, -9437990 5137599, -9437990 5039155, -9536434 5039155))"
IN_Statewide-BartholomewCo_2011,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/IN_Statewide-BartholomewCo_2011/ept.json,"[-9582948, 4726892, -22437, -9537486, 4772354, 23025]","POLYGON ((-9582948 4726892, -9582948 4772354, -9537486 4772354, -9537486 4726892, -9582948 4726892))"
IN_Statewide-BooneCo_2011,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/IN_Statewide-BooneCo_2011/ept.json,"[-9651511, 4847410, -25480, -9599541, 4899380, 26490]","POLYGON ((-9651511 4847410, -9651511 4899380, -9599541 4899380, -9599541 4847410, -9651511 4847410))"
IN_Statewide-BrownCo_2011,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/IN_Statewide-BrownCo_2011/ept.json,"[-9622264, 4726686, -22514, -9576704, 4772246, 23046]","POLYGON ((-9622264 4726686, -9622264 4772246, -9576704 4772246, -9576704 4726686, -9622264 4726686))"
IN_Statewide-CarrollCo_2011,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/IN_Statewide-CarrollCo_2011/ept.json,"[-9661121, 4926509, -23915, -9612877, 4974753, 24329]","POLYGON ((-9661121 4926509, -9661121 4974753, -9612877 4974753, -9612877 4926509, -9661121 4926509))"
IN_Statewide-CassCo_2011,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/IN_Statewide-CassCo_2011/ept.json,"[-9642301, 4947453, -25990, -9589709, 5000045, 26602]","POLYGON ((-9642301 4947453, -9642301 5000045, -9589709 5000045, -9589709 4947453, -9642301 4947453))"
IN_Statewide-ClintonCo_2011,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/IN_Statewide-ClintonCo_2011/ept.json,"[-9651339, 4885242, -25765, -9599273, 4937308, 26301]","POLYGON ((-9651339 4885242, -9651339 4937308, -9599273 4937308, -9599273 4885242, -9651339 4885242))"
IN_Statewide-CrawfordCo_2011,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/IN_Statewide-CrawfordCo_2011/ept.json,"[-9650559, 4591489, -25103, -9599933, 4642115, 25523]","POLYGON ((-9650559 4591489, -9650559 4642115, -9599933 4642115, -9599933 4591489, -9650559 4591489))"
IN_Statewide-ElkhartCo_2011,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/IN_Statewide-ElkhartCo_2011/ept.json,"[-9580553, 5077238, -24362, -9531431, 5126360, 24760]","POLYGON ((-9580553 5077238, -9580553 5126360, -9531431 5126360, -9531431 5077238, -9580553 5077238))"
IN_Statewide-FultonCo_2011,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/IN_Statewide-FultonCo_2011/ept.json,"[-9626561, 4988819, -29080, -9567859, 5047521, 29622]","POLYGON ((-9626561 4988819, -9626561 5047521, -9567859 5047521, -9567859 4988819, -9626561 4988819))"
IN_Statewide-HarrisonCo-2011,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/IN_Statewide-HarrisonCo-2011/ept.json,"[-9619086, 4572539, -33124, -9552860, 4638765, 33102]","POLYGON ((-9619086 4572539, -9619086 4638765, -9552860 4638765, -9552860 4572539, -9619086 4572539))"
IN_Statewide-HowardCo_2011,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/IN_Statewide-HowardCo_2011/ept.json,"[-9615730, 4904515, -28592, -9557588, 4962657, 29550]","POLYGON ((-9615730 4904515, -9615730 4962657, -9557588 4962657, -9557588 4904515, -9615730 4904515))"
IN_Statewide-JacksonCo_2011,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/IN_Statewide-JacksonCo_2011/ept.json,"[-9610095, 4675968, -30143, -9549289, 4736774, 30663]","POLYGON ((-9610095 4675968, -9610095 4736774, -9549289 4736774, -9549289 4675968, -9610095 4675968))"
IN_Statewide-KosciuskoCo_2011,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/IN_Statewide-KosciuskoCo_2011/ept.json,"[-9587326, 5018333, -28970, -9528326, 5077333, 30030]","POLYGON ((-9587326 5018333, -9587326 5077333, -9528326 5077333, -9528326 5018333, -9587326 5018333))"
IN_Statewide-LawrenceCo_2011,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/IN_Statewide-LawrenceCo_2011/ept.json,"[-9650294, 4675689, -23340, -9603108, 4722875, 23846]","POLYGON ((-9650294 4675689, -9650294 4722875, -9603108 4722875, -9603108 4675689, -9650294 4675689))"
IN_Statewide-MarshallCo_2011,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/IN_Statewide-MarshallCo_2011/ept.json,"[-9626921, 5035359, -24231, -9578045, 5084235, 24645]","POLYGON ((-9626921 5035359, -9626921 5084235, -9578045 5084235, -9578045 5035359, -9626921 5035359))"
IN_Statewide-MiamiCo_2011,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/IN_Statewide-MiamiCo_2011/ept.json,"[-9607187, 4947619, -31987, -9542509, 5012297, 32691]","POLYGON ((-9607187 4947619, -9607187 5012297, -9542509 5012297, -9542509 4947619, -9607187 4947619))"
IN_Statewide-OrangeCo_2011,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/IN_Statewide-OrangeCo_2011/ept.json,"[-9650470, 4634668, -22073, -9605442, 4679696, 22955]","POLYGON ((-9650470 4634668, -9650470 4679696, -9605442 4679696, -9605442 4634668, -9650470 4634668))"
IN_Statewide-PulaskiCo_2011,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/IN_Statewide-PulaskiCo_2011/ept.json,"[-9679074, 4989971, -26800, -9624432, 5044613, 27842]","POLYGON ((-9679074 4989971, -9679074 5044613, -9624432 5044613, -9624432 4989971, -9679074 4989971))"
IN_Statewide-StJosephCo_2011,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/IN_Statewide-StJosephCo_2011/ept.json,"[-9633542, 5073893, -27459, -9578246, 5129189, 27837]","POLYGON ((-9633542 5073893, -9633542 5129189, -9578246 5129189, -9578246 5073893, -9633542 5073893))"
IN_Statewide-StarkeCo_2011,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/IN_Statewide-StarkeCo_2011/ept.json,"[-9679014, 5029374, -27209, -9624140, 5084248, 27665]","POLYGON ((-9679014 5029374, -9679014 5084248, -9624140 5084248, -9624140 5029374, -9679014 5029374))"
IN_Statewide-TiptonCo_2011,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/IN_Statewide-TiptonCo_2011/ept.json,"[-9601524, 4888537, -21427, -9557528, 4932533, 22569]","POLYGON ((-9601524 4888537, -9601524 4932533, -9557528 4932533, -9557528 4888537, -9601524 4888537))"
IN_Statewide-WabashCo_2011,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/IN_Statewide-WabashCo_2011/ept.json,"[-9578025, 4961819, -28036, -9521427, 5018417, 28562]","POLYGON ((-9578025 4961819, -9578025 5018417, -9521427 5018417, -9521427 4961819, -9578025 4961819))"
IN_Statewide-WashingtonCo_2011,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/IN_Statewide-WashingtonCo_2011/ept.json,"[-9609783, 4635847, -26843, -9555083, 4690547, 27857]","POLYGON ((-9609783 4635847, -9609783 4690547, -9555083 4690547, -9555083 4635847, -9609783 4635847))"
IN_Statewide_B1_2017,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/IN_Statewide_B1_2017/ept.json,"[-9584122, 5007337, -72537, -9438300, 5153159, 73285]","POLYGON ((-9584122 5007337, -9584122 5153159, -9438300 5153159, -9438300 5007337, -9584122 5007337))"
IN_Statewide_B2_2017,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/IN_Statewide_B2_2017/ept.json,"[-9582081, 4919246, -71358, -9438587, 5062740, 72136]","POLYGON ((-9582081 4919246, -9582081 5062740, -9438587 5062740, -9438587 4919246, -9582081 4919246))"
IN_Statewide_Opt1_B1_2017,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/IN_Statewide_Opt1_B1_2017/ept.json,"[-9667339, 4947454, -90030, -9486517, 5128276, 90792]","POLYGON ((-9667339 4947454, -9667339 5128276, -9486517 5128276, -9486517 4947454, -9667339 4947454))"
IN_Statewide_Opt1_B2_2017,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/IN_Statewide_Opt1_B2_2017/ept.json,"[-9615730, 4820128, -87762, -9439430, 4996428, 88538]","POLYGON ((-9615730 4820128, -9615730 4996428, -9439430 4996428, -9439430 4820128, -9615730 4820128))"
IN_Statewide_Opt1_B3_2017,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/IN_Statewide_Opt1_B3_2017/ept.json,"[-9602811, 4737695, -80649, -9440231, 4900275, 81931]","POLYGON ((-9602811 4737695, -9602811 4900275, -9440231 4900275, -9440231 4737695, -9602811 4737695))"
IN_Statewide_Opt1_B4_2017,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/IN_Statewide_Opt1_B4_2017/ept.json,"[-9616314, 4646439, -88925, -9435882, 4826871, 91507]","POLYGON ((-9616314 4646439, -9616314 4826871, -9435882 4826871, -9435882 4646439, -9616314 4646439))"
IN_Statewide_Opt1_B5_2017,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/IN_Statewide_Opt1_B5_2017/ept.json,"[-9613115, 4547487, -87671, -9435939, 4724663, 89505]","POLYGON ((-9613115 4547487, -9613115 4724663, -9435939 4724663, -9435939 4547487, -9613115 4547487))"
IN_Statewide_Opt2_B1_2017,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/IN_Statewide_Opt2_B1_2017/ept.json,"[-9747179, 5001975, -61560, -9622823, 5126331, 62796]","POLYGON ((-9747179 5001975, -9747179 5126331, -9622823 5126331, -9622823 5001975, -9747179 5001975))"
IN_Statewide_Opt2_B2_2017,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/IN_Statewide_Opt2_B2_2017/ept.json,"[-9745541, 4876565, -72787, -9599273, 5022833, 73481]","POLYGON ((-9745541 4876565, -9745541 5022833, -9599273 5022833, -9599273 4876565, -9745541 4876565))"
IN_Statewide_Opt2_B3_2017,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/IN_Statewide_Opt2_B3_2017/ept.json,"[-9744997, 4777858, -72418, -9599503, 4923352, 73076]","POLYGON ((-9744997 4777858, -9744997 4923352, -9599503 4923352, -9599503 4777858, -9744997 4777858))"
IN_Statewide_Opt2_B4_2017,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/IN_Statewide_Opt2_B4_2017/ept.json,"[-9759929, 4678653, -79596, -9600385, 4838197, 79948]","POLYGON ((-9759929 4678653, -9759929 4838197, -9600385 4838197, -9600385 4678653, -9759929 4678653))"
IN_Statewide_Opt2_B5_2017,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/IN_Statewide_Opt2_B5_2017/ept.json,"[-9769034, 4549648, -84460, -9599934, 4718748, 84640]","POLYGON ((-9769034 4549648, -9769034 4718748, -9599934 4718748, -9599934 4549648, -9769034 4549648))"
IN_Statewide_Opt2_B6_2017,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/IN_Statewide_Opt2_B6_2017/ept.json,"[-9808976, 4528249, -67292, -9673754, 4663471, 67930]","POLYGON ((-9808976 4528249, -9808976 4663471, -9673754 4663471, -9673754 4528249, -9808976 4528249))"
KS_Area1_2012,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/KS_Area1_2012/ept.json,"[-11376256, 4436729, -122791, -11127402, 4685583, 126063]","POLYGON ((-11376256 4436729, -11376256 4685583, -11127402 4685583, -11127402 4436729, -11376256 4436729))"
KS_Area3-ButlerCo_2012,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/KS_Area3-ButlerCo_2012/ept.json,"[-10828757, 4498609, -47970, -10731869, 4595497, 48918]","POLYGON ((-10828757 4498609, -10828757 4595497, -10731869 4595497, -10731869 4498609, -10828757 4498609))"
KS_Area3-NortheastA_2012,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/KS_Area3-NortheastA_2012/ept.json,"[-10733561, 4681140, -112910, -10507037, 4907664, 113614]","POLYGON ((-10733561 4681140, -10733561 4907664, -10507037 4907664, -10507037 4681140, -10733561 4681140))"
KS_Area3-NortheastB_2012,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/KS_Area3-NortheastB_2012/ept.json,"[-10803979, 4681276, -94273, -10614585, 4870670, 95121]","POLYGON ((-10803979 4681276, -10803979 4870670, -10614585 4870670, -10614585 4681276, -10803979 4681276))"
KS_Area3-Southeast_2012,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/KS_Area3-Southeast_2012/ept.json,"[-10660301, 4436616, -101125, -10457369, 4639548, 101807]","POLYGON ((-10660301 4436616, -10660301 4639548, -10457369 4639548, -10457369 4436616, -10660301 4436616))"
KS_AtchinsonCo_2010,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/KS_AtchinsonCo_2010/ept.json,"[-10663437, 4671554, -72960, -10516385, 4818606, 74092]","POLYGON ((-10663437 4671554, -10663437 4818606, -10516385 4818606, -10516385 4671554, -10663437 4671554))"
KS_BartonCo_2010,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/KS_BartonCo_2010/ept.json,"[-11026357, 4610066, -34409, -10955815, 4680608, 36133]","POLYGON ((-11026357 4610066, -11026357 4680608, -10955815 4680608, -10955815 4610066, -11026357 4610066))"
KS_ChaseCo_2010,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/KS_ChaseCo_2010/ept.json,"[-10787603, 4589635, -33797, -10718659, 4658579, 35147]","POLYGON ((-10787603 4589635, -10787603 4658579, -10718659 4658579, -10718659 4589635, -10787603 4589635))"
KS_Coffey_2010,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/KS_Coffey_2010/ept.json,"[-10684804, 4584518, -29644, -10624362, 4644960, 30798]","POLYGON ((-10684804 4584518, -10684804 4644960, -10624362 4644960, -10624362 4584518, -10684804 4584518))"
KS_DickinsonCo_2010,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/KS_DickinsonCo_2010/ept.json,"[-10854580, 4659416, -41420, -10770390, 4743606, 42770]","POLYGON ((-10854580 4659416, -10854580 4743606, -10770390 4743606, -10770390 4659416, -10854580 4659416))"
KS_DodgeCity_2010,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/KS_DodgeCity_2010/ept.json,"[-11145558, 4526172, -13422, -11116854, 4554876, 15282]","POLYGON ((-11145558 4526172, -11145558 4554876, -11116854 4554876, -11116854 4526172, -11145558 4526172))"
KS_DouglasCounty_2006,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/KS_DouglasCounty_2006/ept.json,"[-10631980, 4682340, -25083, -10580968, 4733352, 25929]","POLYGON ((-10631980 4682340, -10631980 4733352, -10580968 4733352, -10580968 4682340, -10631980 4682340))"
KS_EllsworthCo_2010,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/KS_EllsworthCo_2010/ept.json,"[-10969448, 4641747, -34558, -10898692, 4712503, 36198]","POLYGON ((-10969448 4641747, -10969448 4712503, -10898692 4712503, -10898692 4641747, -10969448 4641747))"
KS_Franklin_2010,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/KS_Franklin_2010/ept.json,"[-10899629, 4366710, -586809, -10311027, 4955312, 1793]","POLYGON ((-10899629 4366710, -10899629 4955312, -10311027 4955312, -10311027 4366710, -10899629 4366710))"
KS_FtRiley_2006,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/KS_FtRiley_2006/ept.json,"[-10798881, 4725596, -20235, -10757435, 4767042, 21211]","POLYGON ((-10798881 4725596, -10798881 4767042, -10757435 4767042, -10757435 4725596, -10798881 4725596))"
KS_Geary_2010,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/KS_Geary_2010/ept.json,"[-10799739, 4693146, -34352, -10729801, 4763084, 35586]","POLYGON ((-10799739 4693146, -10799739 4763084, -10729801 4763084, -10729801 4693146, -10799739 4693146))"
KS_HarveyCo2_2010,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/KS_HarveyCo2_2010/ept.json,"[-10880848, 4552930, -34270, -10810852, 4622926, 35726]","POLYGON ((-10880848 4552930, -10880848 4622926, -10810852 4622926, -10810852 4552930, -10880848 4552930))"
KS_HarveyCo_2010,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/KS_HarveyCo_2010/ept.json,"[-10874585, 4567187, -34221, -10804499, 4637273, 35865]","POLYGON ((-10874585 4567187, -10874585 4637273, -10804499 4637273, -10804499 4567187, -10874585 4567187))"
KS_JacksonCo_2006,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/KS_JacksonCo_2006/ept.json,"[-10532711, 4697773, -28587, -10474651, 4755833, 29473]","POLYGON ((-10532711 4697773, -10532711 4755833, -10474651 4755833, -10474651 4697773, -10532711 4697773))"
KS_JeffersonCo_2006,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/KS_JeffersonCo_2006/ept.json,"[-10646918, 4725200, -28209, -10589632, 4782486, 29077]","POLYGON ((-10646918 4725200, -10646918 4782486, -10589632 4782486, -10589632 4725200, -10646918 4725200))"
KS_JewellCo_2010,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/KS_JewellCo_2010/ept.json,"[-10969208, 4796383, -34596, -10898326, 4867265, 36286]","POLYGON ((-10969208 4796383, -10969208 4867265, -10898326 4867265, -10898326 4796383, -10969208 4796383))"
KS_JohnsonCo_2006,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/KS_JohnsonCo_2006/ept.json,"[-10581925, 4679979, -24824, -10531419, 4730485, 25682]","POLYGON ((-10581925 4679979, -10581925 4730485, -10531419 4730485, -10531419 4679979, -10581925 4679979))"
KS_Leavenworth_2006,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/KS_Leavenworth_2006/ept.json,"[-10596166, 4704858, -15080, -10565166, 4735858, 15920]","POLYGON ((-10596166 4704858, -10596166 4735858, -10565166 4735858, -10565166 4704858, -10596166 4704858))"
KS_Leavenworth_2010,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/KS_Leavenworth_2010/ept.json,"[-10610292, 4713204, -37061, -10535172, 4788324, 38059]","POLYGON ((-10610292 4713204, -10610292 4788324, -10535172 4788324, -10535172 4713204, -10610292 4713204))"
KS_LincolnCo_2010,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/KS_LincolnCo_2010/ept.json,"[-10964956, 4695216, -32655, -10898070, 4762102, 34231]","POLYGON ((-10964956 4695216, -10964956 4762102, -10898070 4762102, -10898070 4695216, -10964956 4695216))"
KS_LyonCo_2010,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/KS_LyonCo_2010/ept.json,"[-10747625, 4599544, -42717, -10660733, 4686436, 44175]","POLYGON ((-10747625 4599544, -10747625 4686436, -10660733 4686436, -10660733 4599544, -10747625 4599544))"
