region,location,bounds
IN_Statewide_Opt1_B4_2017/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/IN_Statewide_Opt1_B4_2017/ept.json,"[-9616314, 4646439, -88925, -9435882, 4826871, 91507]"
IN_Statewide_Opt1_B5_2017/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/IN_Statewide_Opt1_B5_2017/ept.json,"[-9613115, 4547487, -87671, -9435939, 4724663, 89505]"
IN_Statewide_Opt2_B1_2017/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/IN_Statewide_Opt2_B1_2017/ept.json,"[-9747179, 5001975, -61560, -9622823, 5126331, 62796]"
IN_Statewide_Opt2_B2_2017/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/IN_Statewide_Opt2_B2_2017/ept.json,"[-9745541, 4876565, -72787, -9599273, 5022833, 73481]"
IN_Statewide_Opt2_B3_2017/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/IN_Statewide_Opt2_B3_2017/ept.json,"[-9744997, 4777858, -72418, -9599503, 4923352, 73076]"
IN_Statewide_Opt2_B4_2017/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/IN_Statewide_Opt2_B4_2017/ept.json,"[-9759929, 4678653, -79596, -9600385, 4838197, 79948]"
IN_Statewide_Opt2_B5_2017/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/IN_Statewide_Opt2_B5_2017/ept.json,"[-9769034, 4549648, -84460, -9599934, 4718748, 84640]"
IN_Statewide_Opt2_B6_2017/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/IN_Statewide_Opt2_B6_2017/ept.json,"[-9808976, 4528249, -67292, -9673754, 4663471, 67930]"
KS_Area1_2012/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/KS_Area1_2012/ept.json,"[-11376256, 4436729, -122791, -11127402, 4685583, 126063]"
KS_Area3-ButlerCo_2012/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/KS_Area3-ButlerCo_2012/ept.json,"[-10828757, 4498609, -47970, -10731869, 4595497, 48918]"
KS_Area3-NortheastA_2012/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/KS_Area3-NortheastA_2012/ept.json,"[-10733561, 4681140, -112910, -10507037, 4907664, 113614]"
KS_Area3-NortheastB_2012/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/KS_Area3-NortheastB_2012/ept.json,"[-10803979, 4681276, -94273, -10614585, 4870670, 95121]"
KS_Area3-Southeast_2012/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/KS_Area3-Southeast_2012/ept.json,"[-10660301, 4436616, -101125, -10457369, 4639548, 101807]"
KS_AtchinsonCo_2010/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/KS_AtchinsonCo_2010/ept.json,"[-10663437, 4671554, -72960, -10516385, 4818606, 74092]"
KS_BartonCo_2010/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/KS_BartonCo_2010/ept.json,"[-11026357, 4610066, -34409, -10955815, 4680608, 36133]"
KS_ChaseCo_2010/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/KS_ChaseCo_2010/ept.json,"[-10787603, 4589635, -33797, -10718659, 4658579, 35147]"
KS_Coffey_2010/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/KS_Coffey_2010/ept.json,"[-10684804, 4584518, -29644, -10624362, 4644960, 30798]"
KS_DickinsonCo_2010/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/KS_DickinsonCo_2010/ept.json,"[-10854580, 4659416, -41420, -10770390, 4743606, 42770]"
KS_DodgeCity_2010/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/KS_DodgeCity_2010/ept.json,"[-11145558, 4526172, -13422, -11116854, 4554876, 15282]"
KS_DouglasCounty_2006/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/KS_DouglasCounty_2006/ept.json,"[-10631980, 4682340, -25083, -10580968, 4733352, 25929]"
KS_EllsworthCo_2010/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/KS_EllsworthCo_2010/ept.json,"[-10969448, 4641747, -34558, -10898692, 4712503, 36198]"
KS_Franklin_2010/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/KS_Franklin_2010/ept.json,"[-10899629, 4366710, -586809, -10311027, 4955312, 1793]"
KS_FtRiley_2006/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/KS_FtRiley_2006/ept.json,"[-10798881, 4725596, -20235, -10757435, 4767042, 21211]"
KS_Geary_2010/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/KS_Geary_2010/ept.json,"[-10799739, 4693146, -34352, -10729801, 4763084, 35586]"
KS_HarveyCo2_2010/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/KS_HarveyCo2_2010/ept.json,"[-10880848, 4552930, -34270, -10810852, 4622926, 35726]"
KS_HarveyCo_2010/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/KS_HarveyCo_2010/ept.json,"[-10874585, 4567187, -34221, -10804499, 4637273, 35865]"
KS_JacksonCo_2006/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/KS_JacksonCo_2006/ept.json,"[-10532711, 4697773, -28587, -10474651, 4755833, 29473]"
KS_JeffersonCo_2006/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/KS_JeffersonCo_2006/ept.json,"[-10646918, 4725200, -28209, -10589632, 4782486, 29077]"
KS_JewellCo_2010/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/KS_JewellCo_2010/ept.json,"[-10969208, 4796383, -34596, -10898326, 4867265, 36286]"
KS_JohnsonCo_2006/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/KS_JohnsonCo_2006/ept.json,"[-10581925, 4679979, -24824, -10531419, 4730485, 25682]"
KS_Leavenworth_2006/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/KS_Leavenworth_2006/ept.json,"[-10596166, 4704858, -15080, -10565166, 4735858, 15920]"
KS_Leavenworth_2010/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/KS_Leavenworth_2010/ept.json,"[-10610292, 4713204, -37061, -10535172, 4788324, 38059]"
KS_LincolnCo_2010/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/KS_LincolnCo_2010/ept.json,"[-10964956, 4695216, -32655, -10898070, 4762102, 34231]"
KS_LyonCo_2010/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/KS_LyonCo_2010/ept.json,"[-10747625, 4599544, -42717, -10660733, 4686436, 44175]"
KS_Manhattan_2006/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/KS_Manhattan_2006/ept.json,"[-10792344, 4719483, -28098, -10735174, 4776653, 29072]"
KS_MarionCo_2010/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/KS_MarionCo_2010/ept.json,"[-10848811, 4588996, -40888, -10765429, 4672378, 42494]"
KS_MarshallCo_2010/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/KS_MarshallCo_2010/ept.json,"[-10778654, 4798869, -33067, -10711070, 4866453, 34517]"
KS_McPhersonCo_2010/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/KS_McPhersonCo_2010/ept.json,"[-10906256, 4599223, -34784, -10835236, 4670243, 36236]"
KS_MiamiCo_2009/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/KS_MiamiCo_2009/ept.json,"[-10589666, 4629087, -29704, -10529626, 4689127, 30336]"
KS_MitchellCo_2010/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/KS_MitchellCo_2010/ept.json,"[-10966387, 4746220, -33414, -10897913, 4814694, 35060]"
KS_MorrisCo_2010/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/KS_MorrisCo_2010/ept.json,"[-10796341, 4638916, -37633, -10719591, 4715666, 39117]"
KS_NorthCentral_2009/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/KS_NorthCentral_2009/ept.json,"[-10905885, 4740452, -65083, -10773547, 4872790, 67255]"
KS_Osage_2010/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/KS_Osage_2010/ept.json,"[-10686377, 4643343, -31374, -10622505, 4707215, 32498]"
KS_OttawaCo_2010/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/KS_OttawaCo_2010/ept.json,"[-10905038, 4705228, -34869, -10833826, 4776440, 36343]"
KS_PottawatomieCo_2010/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/KS_PottawatomieCo_2010/ept.json,"[-10769141, 4748346, -27224, -10713189, 4804298, 28728]"
KS_RiceCo_2010/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/KS_RiceCo_2010/ept.json,"[-10963442, 4595940, -31257, -10899302, 4660080, 32883]"
KS_Riley_2010/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/KS_Riley_2010/ept.json,"[-10802346, 4761488, -20290, -10760418, 4803416, 21638]"
KS_SalineCo_2010/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/KS_SalineCo_2010/ept.json,"[-10905618, 4653591, -34928, -10834300, 4724909, 36390]"
KS_Sedgwick-Wichita_2008/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/KS_Sedgwick-Wichita_2008/ept.json,"[-10887995, 4496826, -38801, -10808921, 4575900, 40273]"
KS_ShawneeCounty_2006/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/KS_ShawneeCounty_2006/ept.json,"[-10690851, 4697661, -29450, -10631067, 4757445, 30334]"
KS_Statewide_B10_2018/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/KS_Statewide_B10_2018/ept.json,"[-11075692, 4654405, -106444, -10861216, 4868881, 108032]"
KS_Statewide_B11_2018/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/KS_Statewide_B11_2018/ept.json,"[-11014339, 4451213, -68768, -10875205, 4590347, 70366]"
KS_Statewide_B13_2018/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/KS_Statewide_B13_2018/ept.json,"[-11257414, 4538304, -79237, -11096786, 4698932, 81391]"
KS_Statewide_B2_2018/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/KS_Statewide_B2_2018/ept.json,"[-11363969, 4525001, -53490, -11254525, 4634445, 55954]"
KS_Statewide_B4_2018/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/KS_Statewide_B4_2018/ept.json,"[-11247115, 4393660, -74723, -11095693, 4545082, 76699]"
KS_Statewide_B7_2018/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/KS_Statewide_B7_2018/ept.json,"[-11298743, 4483409, -43515, -11209381, 4572771, 45847]"
KS_USFWS_2010/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/KS_USFWS_2010/ept.json,"[-10980559, 4588569, -13102, -10952571, 4616557, 14886]"
KY_Eastern_B1_2019/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/KY_Eastern_B1_2019/ept.json,"[-9547199, 4489468, -83027, -9380477, 4656190, 83695]"
KY_Eastern_B2_2019/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/KY_Eastern_B2_2019/ept.json,"[-9412640, 4438276, -144194, -9122740, 4728176, 145706]"
KY_FullState/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/KY_FullState/ept.json,"[-10309997, 3793753, -654555, -8785933, 5317817, 869509]"
LA_Atchafalaya2_2013/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/LA_Atchafalaya2_2013/ept.json,"[-10303101, 3421479, -94054, -10114269, 3610311, 94778]"
LA_AtchafalayaBasin_2010/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/LA_AtchafalayaBasin_2010/ept.json,"[-10244946, 3461514, -56461, -10131146, 3575314, 57339]"
LA_Bayou_Nezpique_TL_2018/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/LA_Bayou_Nezpique_TL_2018/ept.json,"[-10334147, 3563688, -8435, -10316731, 3581104, 8981]"
LA_CPRA_B1_2019/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/LA_CPRA_B1_2019/ept.json,"[-10199525, 3440419, -29660, -10140173, 3499771, 29692]"
LA_CPRA_B2_2019/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/LA_CPRA_B2_2019/ept.json,"[-10388027, 3795928, -50717, -10286411, 3897544, 50899]"
LA_CPRA_B3_2019/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/LA_CPRA_B3_2019/ept.json,"[-10438046, 3795908, -50848, -10336146, 3897808, 51052]"
LA_CPRA_B4_2019/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/LA_CPRA_B4_2019/ept.json,"[-10341519, 3795749, -50624, -10240127, 3897141, 50768]"
LA_CPRA_B5_2019/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/LA_CPRA_B5_2019/ept.json,"[-10413766, 3510239, -142810, -10128006, 3795999, 142950]"
LA_Jean-Lafitte_2013/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/LA_Jean-Lafitte_2013/ept.json,"[-10048811, 3463323, -12618, -10023197, 3488937, 12996]"
LA_Sabine_River_Lidar_A1_2018/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/LA_Sabine_River_Lidar_A1_2018/ept.json,"[-10437024, 3606119, -44658, -10346484, 3696659, 45882]"
LA_Sabine_River_Lidar_A2_2018/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/LA_Sabine_River_Lidar_A2_2018/ept.json,"[-10435236, 3541369, -41994, -10349998, 3626607, 43244]"
LA_Sabine_River_Lidar_A3_2018/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/LA_Sabine_River_Lidar_A3_2018/ept.json,"[-10438451, 3500172, -35174, -10366897, 3571726, 36380]"
LA_Sabine_River_Lidar_A4_2018/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/LA_Sabine_River_Lidar_A4_2018/ept.json,"[-10346891, 3607789, -48140, -10249327, 3705353, 49424]"
LA_Sabine_River_Lidar_A5_2018/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/LA_Sabine_River_Lidar_A5_2018/ept.json,"[-10483433, 3794242, -51341, -10379645, 3898030, 52447]"
MD_Baltimore_2008/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/MD_Baltimore_2008/ept.json,"[-8542038, 4749754, -12311, -8516590, 4775202, 13137]"
MD_CalvertCo_2011/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/MD_CalvertCo_2011/ept.json,"[-8552827, 4624095, -31976, -8488247, 4688675, 32604]"
MD_FEMA_AlleganyCo_2012/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/MD_FEMA_AlleganyCo_2012/ept.json,"[-8802090, 4763330, -42336, -8717542, 4847878, 42212]"
MD_FEMA_HoopersIsland_2011/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/MD_FEMA_HoopersIsland_2011/ept.json,"[-8488759, 4612038, -8020, -8471811, 4628986, 8928]"
MD_FEMA_WashingtonCounty_2012/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/MD_FEMA_WashingtonCounty_2012/ept.json,"[-8725309, 4746148, -52152, -8622293, 4849164, 50864]"
MD_FEMA_WorcesterCo_2011/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/MD_FEMA_WorcesterCo_2011/ept.json,"[-8399071, 4582820, -29953, -8338245, 4643646, 30873]"
MD_GoldenBeach_2012/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/MD_GoldenBeach_2012/ept.json,"[-8537268, 4647858, -1409, -8533402, 4651724, 2457]"
MD_Kent_QueenAnne_Caroline_2006/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/MD_Kent_QueenAnne_Caroline_2006/ept.json,"[-8506047, 4684561, -45980, -8414055, 4776553, 46012]"
MD_NRCS-LiDAR_2012/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/MD_NRCS-LiDAR_2012/ept.json,"[-8480025, 4566015, -46759, -8386389, 4659651, 46877]"
ME_Androscoggin_2009/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/ME_Androscoggin_2009/ept.json,"[-7865266, 5450490, -45628, -7773682, 5542074, 45956]"
ME_AroostookCo_2012/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/ME_AroostookCo_2012/ept.json,"[-7706881, 5777272, -110628, -7485495, 5998658, 110758]"
ME_Augusta_2006/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/ME_Augusta_2006/ept.json,"[-7784209, 5495971, -17365, -7748721, 5531459, 18123]"
ME_CrownofMaine_B2_2018/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/ME_CrownofMaine_B2_2018/ept.json,"[-7785751, 5810208, -71845, -7641169, 5954790, 72737]"
MI_Charlevoix_Islands_TL_2018/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/MI_Charlevoix_Islands_TL_2018/ept.json,"[-9519229, 5739626, -117, -9518117, 5740738, 995]"
MI_DickinsonCo-NRCS_2012/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/MI_DickinsonCo-NRCS_2012/ept.json,"[-9824513, 5735784, -41580, -9740035, 5820262, 42898]"
MI_FEMA_Alcona_Oscoda_2019/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/MI_FEMA_Alcona_Oscoda_2019/ept.json,"[-9392746, 5509757, -61707, -9268540, 5633963, 62499]"
MI_FEMA_Cheboygan_2019/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/MI_FEMA_Cheboygan_2019/ept.json,"[-9455470, 5652278, -51912, -9350880, 5756868, 52678]"
MI_FEMA_Chippewa_2019/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/MI_FEMA_Chippewa_2019/ept.json,"[-9418409, 5748309, -65458, -9286767, 5879951, 66184]"
MI_FEMA_Crawford_Kalkaska_2019/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/MI_FEMA_Crawford_Kalkaska_2019/ept.json,"[-9499981, 5517809, -53313, -9392737, 5625053, 53931]"
MI_FEMA_Gogebic_2019/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/MI_FEMA_Gogebic_2019/ept.json,"[-10066326, 5822623, -30734, -10003944, 5885005, 31648]"
MI_LakeErie_UTM16_2010/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/MI_LakeErie_UTM16_2010/ept.json,"[-9453899, 5113086, -56408, -9339939, 5227046, 57552]"
MI_LakeErie_UTM17_2010/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/MI_LakeErie_UTM17_2010/ept.json,"[-9367473, 5116236, -29230, -9307961, 5175748, 30282]"
MI_SaginawBay_2011/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/MI_SaginawBay_2011/ept.json,"[-9369938, 5336454, -74321, -9220332, 5486060, 75285]"
MN_ChippewaCo_2010/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/MN_ChippewaCo_2010/ept.json,"[-10693851, 5567081, -46151, -10599599, 5661333, 48101]"
MN_CottonwoodCo_2010/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/MN_CottonwoodCo_2010/ept.json,"[-10627710, 5435403, -33623, -10557878, 5505235, 36209]"
MN_FullState/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/MN_FullState/ept.json,"[-10913529, 5383547, -477780, -9955559, 6341517, 480190]"
MN_KandiyohiCo_2010/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/MN_KandiyohiCo_2010/ept.json,"[-10621637, 5601761, -43552, -10532643, 5690755, 45442]"
MN_LakeCounty_2018/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/MN_LakeCounty_2018/ept.json,"[-10219045, 6015815, -42523, -10132295, 6102565, 44227]"
MN_MurrayCo_2010/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/MN_MurrayCo_2010/ept.json,"[-10697324, 5433629, -35461, -10623940, 5507013, 37923]"
MN_RenvilleCo_2010/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/MN_RenvilleCo_2010/ept.json,"[-10631197, 5512573, -56540, -10516153, 5627617, 58504]"
MN_RockCo_2010/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/MN_RockCo_2010/ept.json,"[-10743560, 5388239, -27729, -10685538, 5446261, 30293]"
MN_SibleyCo_2010/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/MN_SibleyCo_2010/ept.json,"[-10537217, 5504854, -49569, -10436183, 5605888, 51465]"
MN_SwiftCo_2010/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/MN_SwiftCo_2010/ept.json,"[-10700817, 5615329, -50332, -10599599, 5716547, 50886]"
MN_WasecaCo_2010/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/MN_WasecaCo_2010/ept.json,"[-10447911, 5441254, -28047, -10389779, 5499386, 30085]"
MO_AdairCo_2011/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/MO_AdairCo_2011/ept.json,"[-10352715, 4859139, -36116, -10279535, 4932319, 37064]"
MO_BarryCo_2011/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/MO_BarryCo_2011/ept.json,"[-10464509, 4379369, -24571, -10414067, 4429811, 25871]"
MO_BooneCo_2009/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/MO_BooneCo_2009/ept.json,"[-10321722, 4667743, -44836, -10231254, 4758211, 45632]"
MO_Clay_County_2008/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/MO_Clay_County_2008/ept.json,"[-10534119, 4737374, -24608, -10482965, 4788528, 26546]"
MO_Cole-Callaway-Osage_2010/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/MO_Cole-Callaway-Osage_2010/ept.json,"[-10305206, 4618296, -55976, -10191276, 4732226, 57954]"
MO_CooperCo_2011/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/MO_CooperCo_2011/ept.json,"[-10359391, 4672537, -28861, -10299729, 4732199, 30801]"
MO_DuckCreek_2009/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/MO_DuckCreek_2009/ept.json,"[-10054679, 4421486, -21866, -10010645, 4465520, 22168]"
MO_DunklinCo_2012/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/MO_DunklinCo_2012/ept.json,"[-10082355, 4299533, -44703, -9992537, 4389351, 45115]"
MO_FranklinCo_2011/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/MO_FranklinCo_2011/ept.json,"[-10175870, 4596863, -39730, -10095610, 4677123, 40530]"
MO_GreeneCo_2011/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/MO_GreeneCo_2011/ept.json,"[-10422887, 4442984, -31464, -10359055, 4506816, 32368]"
MO_HowardCo_2011/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/MO_HowardCo_2011/ept.json,"[-10347421, 4715730, -27294, -10290785, 4772366, 29342]"
MO_JasperCo_2010/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/MO_JasperCo_2010/ept.json,"[-10534524, 4434619, -31924, -10468664, 4500479, 33936]"
MO_JeffersonGenevieve_2010/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/MO_JeffersonGenevieve_2010/ept.json,"[-10104198, 4557226, -46211, -10010862, 4650562, 47125]"
MO_LincolnCo_2011/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/MO_LincolnCo_2011/ept.json,"[-10157957, 4696300, -32310, -10092553, 4761704, 33094]"
MO_LivingstonCo_2011/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/MO_LivingstonCo_2011/ept.json,"[-10450298, 4805573, -27451, -10392468, 4863403, 30379]"
MO_LivingstonCounty_2011/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/MO_LivingstonCounty_2011/ept.json,"[-10437536, 4807446, -26843, -10381664, 4863318, 29029]"
MO_MaconCo_2011/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/MO_MaconCo_2011/ept.json,"[-10332168, 4810199, -29075, -10273116, 4869251, 29977]"
MO_MonroeAudrainMontgomeryCos_2011/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/MO_MonroeAudrainMontgomeryCos_2011/ept.json,"[-10272935, 4671523, -72149, -10127769, 4816689, 73017]"
MO_Platte_County_2008/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/MO_Platte_County_2008/ept.json,"[-10586829, 4743132, -26999, -10530817, 4799144, 29013]"
MO_PutnamCo_2011/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/MO_PutnamCo_2011/ept.json,"[-10394499, 4894648, -39102, -10315339, 4973808, 40058]"
MO_RandolphCo_2012/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/MO_RandolphCo_2012/ept.json,"[-10325591, 4751155, -31761, -10259939, 4816807, 33891]"
MO_RayCo_2011/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/MO_RayCo_2011/ept.json,"[-10492147, 4739126, -11026, -10469401, 4761872, 11720]"
MO_Rolla_2011/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/MO_Rolla_2011/ept.json,"[-10218902, 4567021, -3908, -10210034, 4575889, 4960]"
MO_StFrancoisCo_2011/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/MO_StFrancoisCo_2011/ept.json,"[-10115902, 4528262, -34132, -10046802, 4597362, 34968]"
MO_StFrancois_2012/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/MO_StFrancois_2012/ept.json,"[-10098265, 4507529, -33201, -10030895, 4574899, 34169]"
MO_StLouis_2012/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/MO_StLouis_2012/ept.json,"[-10102319, 4634075, -35735, -10030243, 4706151, 36341]"
MO_Steelville_2011/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/MO_Steelville_2011/ept.json,"[-10172847, 4573166, -2762, -10166667, 4579346, 3418]"
MO_SullivanCo_2012/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/MO_SullivanCo_2012/ept.json,"[-10403844, 4875014, -23215, -10356410, 4922448, 24219]"
MO_UpperGrand_2011/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/MO_UpperGrand_2011/ept.json,"[-10552867, 4796165, -76345, -10397429, 4951603, 79093]"
MO_Washinton-IronCo_2011/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/MO_Washinton-IronCo_2011/ept.json,"[-10164901, 4521326, -46371, -10071179, 4615048, 47351]"
MO_WestCentral_1_2018/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/MO_WestCentral_1_2018/ept.json,"[-10533541, 4624765, -107967, -10317009, 4841297, 108565]"
MO_WestCentral_2_2018/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/MO_WestCentral_2_2018/ept.json,"[-10128859, 4636714, -49251, -10029673, 4735900, 49935]"
MO_WestCentral_3_2018/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/MO_WestCentral_3_2018/ept.json,"[-10143869, 4299209, -133351, -9876205, 4566873, 134313]"
MO_WestCentral_4_2018/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/MO_WestCentral_4_2018/ept.json,"[-10203383, 4650293, -55313, -10092361, 4761315, 55709]"
MS_CampShelby_2006/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/MS_CampShelby_2006/ept.json,"[-9980304, 3580509, -57489, -9865002, 3695811, 57813]"
MS_MSDeltaYazoo-Phase1_2009/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/MS_MSDeltaYazoo-Phase1_2009/ept.json,"[-10258861, 3802935, -136135, -9887013, 4174783, 235713]"
MS_MississippiDelta_A1_2018/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/MS_MississippiDelta_A1_2018/ept.json,"[-10034182, 3984104, -89611, -9853678, 4164608, 90893]"
